date,open,close,return
2000-01-01,11501.849609375,10940.5302734375,-0.04880252785430061
2000-02-01,10937.740234375,10128.3095703125,-0.07400346385249039
2000-03-01,10128.1103515625,10921.919921875,0.07837686821708416
2000-04-01,10863.2802734375,10733.91015625,-0.01190893670522624
2000-05-01,10749.419921875,10522.330078125,-0.021125776590778973
2000-06-01,10532.26953125,10447.8896484375,-0.008011557486459953
2000-07-01,10450.3603515625,10521.98046875,0.006853363403568339
2000-08-01,10523.8095703125,11215.099609375,0.06568819346680486
2000-09-01,11219.5400390625,10650.919921875,-0.05068123249328978
2000-10-01,10659.0595703125,10971.1396484375,0.029278387653841633
2000-11-01,10966.2099609375,10414.490234375,-0.05031088484788901
2000-12-01,10416.759765625,10787.990234375,0.035637806487104524
2001-01-01,10790.919921875,10887.3603515625,0.008937183334295634
2001-02-01,10884.8203125,10495.2802734375,-0.03578745701618582
2001-03-01,10493.25,9878.7802734375,-0.058558571135015364
2001-04-01,9877.16015625,10734.9697265625,0.08684779397544762
2001-05-01,10734.0498046875,10911.9404296875,0.01657255446330388
2001-06-01,10913.5703125,10502.400390625,-0.03767510632190285
2001-07-01,10504.9501953125,10522.8095703125,0.001700091353880876
2001-08-01,10527.3798828125,9949.75,-0.05486929219259637
2001-09-01,9946.98046875,8847.5595703125,-0.11052810467372519
2001-10-01,8845.9697265625,9075.1396484375,0.025906704291204296
2001-11-01,9087.4501953125,9851.5595703125,0.0840840234144165
2001-12-01,9848.9296875,10021.5703125,0.017528871712741628
2002-01-01,10021.7099609375,9920,-0.010148962735296058
2002-02-01,9923.0400390625,10106.1298828125,0.018450983068621963
2002-03-01,10111.0400390625,10403.9404296875,0.028968374123079614
2002-04-01,10402.0703125,9946.2197265625,-0.04382306331747361
2002-05-01,9944.900390625,9925.25,-0.0019759263394457235
2002-06-01,9923.9404296875,9243.259765625,-0.06858975715193147
2002-07-01,9239.25,8736.58984375,-0.05440486578997213
2002-08-01,8732.580078125,8663.5,-0.007910614904986065
2002-09-01,8659.26953125,7591.93017578125,-0.12325974513403042
2002-10-01,7593.0400390625,8397.0302734375,0.10588515670125023
2002-11-01,8395.6396484375,8896.08984375,0.05960834626884421
2002-12-01,8902.9501953125,8341.6298828125,-0.06304879845284783
2003-01-01,8342.3798828125,8053.81005859375,-0.03459082759025153
2003-02-01,8053.740234375,7891.080078125,-0.020196846622359807
2003-03-01,7890.240234375,7992.1298828125,0.012913377211710571
2003-04-01,7992.830078125,8480.08984375,0.060962107396546075
2003-05-01,8478.48046875,8850.259765625,0.04384975565436576
2003-06-01,8851.4501953125,8985.4404296875,0.01513765896191313
2003-07-01,8983.66015625,9233.7998046875,0.027843845836429595
2003-08-01,9232.6796875,9415.8203125,0.019836128967839272
2003-09-01,9416.669921875,9275.0595703125,-0.015038262224052051
2003-10-01,9276.7998046875,9801.1201171875,0.05651952435527009
2003-11-01,9802.4599609375,9782.4599609375,-0.0020403041766759956
2003-12-01,9785.349609375,10453.919921875,0.06832359999273467
2004-01-01,10452.740234375,10488.0703125,0.0033799824096664246
2004-02-01,10487.7802734375,10583.919921875,0.009166825193791845
2004-03-01,10582.25,10357.7001953125,-0.021219476452314017
2004-04-01,10357.51953125,10225.5703125,-0.01273946125342963
2004-05-01,10227.26953125,10188.4501953125,-0.0037956695889245244
2004-06-01,10187.1796875,10435.48046875,0.024373849177773226
2004-07-01,10434,10139.7099609375,-0.028204910778464636
2004-08-01,10138.4501953125,10173.919921875,0.003498535365780007
2004-09-01,10170.1201171875,10080.26953125,-0.008834761527118302
2004-10-01,10082.0400390625,10027.4697265625,-0.005412626044785509
2004-11-01,10028.73046875,10428.01953125,0.03981451727556182
2004-12-01,10425.7998046875,10783.009765625,0.03426211586922054
2005-01-01,10783.75,10489.9404296875,-0.027245584357250493
2005-02-01,10489.7197265625,10766.23046875,0.026360164941996316
2005-03-01,10769.0400390625,10503.759765625,-0.024633604525124787
2005-04-01,10504.5703125,10192.509765625,-0.02970712152820387
2005-05-01,10192,10467.48046875,0.027029088378139717
2005-06-01,10462.8603515625,10274.9697265625,-0.017957864167798133
2005-07-01,10273.58984375,10640.91015625,0.035753842433515245
2005-08-01,10641.7802734375,10481.599609375,-0.015052055196283297
2005-09-01,10481.4404296875,10568.7001953125,0.008325169256111644
2005-10-01,10569.5,10440.0703125,-0.012245582809025971
2005-11-01,10440.0703125,10805.8701171875,0.0350380594898412
2005-12-01,10806.0302734375,10717.5,-0.00819267309060922
2006-01-01,10718.2998046875,10864.8603515625,0.013673861484160369
2006-02-01,10862.1396484375,10993.41015625,0.012085142712318473
2006-03-01,10993.25,11109.3203125,0.010558325563413913
2006-04-01,11113,11367.1396484375,0.022868680683658778
2006-05-01,11367.7802734375,11168.3095703125,-0.017547023106269287
2006-06-01,11169.0302734375,11150.2197265625,-0.0016841701038035296
2006-07-01,11149.33984375,11185.6796875,0.0032593717887585134
2006-08-01,11184.7998046875,11381.150390625,0.017555127437793777
2006-09-01,11382.75,11679.0703125,0.02603240100151545
2006-10-01,11678.990234375,12080.73046875,0.034398541852749404
2006-11-01,12080.25,12221.9296875,0.01172820823244552
2006-12-01,12220.9697265625,12463.150390625,0.01981681237096234
2007-01-01,12459.5400390625,12621.6904296875,0.01301415542761888
2007-02-01,12617.2001953125,12268.6298828125,-0.02762659758933679
2007-03-01,12268.6298828125,12354.349609375,0.006986902969710366
2007-04-01,12354.51953125,13062.91015625,0.05733858149709257
2007-05-01,13062.75,13627.6396484375,0.04324431290788693
2007-06-01,13628.6904296875,13408.6201171875,-0.016147575853701898
2007-07-01,13409.599609375,13211.990234375,-0.01473641128418526
2007-08-01,13211.08984375,13357.740234375,0.011100552063414999
2007-09-01,13358.3896484375,13895.6298828125,0.040217440014398725
2007-10-01,13895.7099609375,13930.009765625,0.0024683736767621696
2007-11-01,13924.16015625,13371.7197265625,-0.03967495514905662
2007-12-01,13368.2197265625,13264.8203125,-0.0077347183228179996
2008-01-01,13261.8203125,12650.3603515625,-0.04610678975654384
2008-02-01,12638.169921875,12266.3896484375,-0.02941725548364384
2008-03-01,12264.3603515625,12262.8896484375,-1.1991682263418084e-4
2008-04-01,12266.6396484375,12820.1298828125,0.04512158588155008
2008-05-01,12818.33984375,12638.3203125,-0.014043903769470928
2008-06-01,12637.669921875,11350.009765625,-0.10189063048886428
2008-07-01,11344.6396484375,11378.01953125,0.0029423484435750604
2008-08-01,11379.8896484375,11543.9599609375,0.01441756621273805
2008-09-01,11545.6298828125,10850.66015625,-0.06019331414711921
2008-10-01,10847.400390625,9325.009765625,-0.14034612627701518
2008-11-01,9326.0400390625,8829.0400390625,-0.05329164338972331
2008-12-01,8826.8896484375,8776.3896484375,-0.005721154564217228
2009-01-01,8772.25,8000.85986328125,-0.08793526594873037
2009-02-01,8000.6201171875,7062.93017578125,-0.11720215779172391
2009-03-01,7056.47998046875,7608.919921875,0.07828831697040432
2009-04-01,7606.1298828125,8168.1201171875,0.07388648932289785
2009-05-01,8167.41015625,8500.330078125,0.04076199376619252
2009-06-01,8501.5302734375,8447,-0.006414171529551148
2009-07-01,8447.5302734375,9171.6103515625,0.08571500245483639
2009-08-01,9173.650390625,9496.2802734375,0.035169193186412595
2009-09-01,9492.3203125,9712.2802734375,0.02317241240246021
2009-10-01,9711.599609375,9712.73046875,1.16444192562092e-4
2009-11-01,9712.1298828125,10344.83984375,0.06514636527433629
2009-12-01,10343.8203125,10428.0498046875,0.008142977124777852
2010-01-01,10430.6904296875,10067.330078125,-0.034835695106846934
2010-02-01,10068.990234375,10325.259765625,0.025451363571205917
2010-03-01,10326.099609375,10856.6298828125,0.05137760563105889
2010-04-01,10857.3095703125,11008.6103515625,0.013935384292965793
2010-05-01,11009.599609375,10136.6298828125,-0.07929168703093802
2010-06-01,10133.9404296875,9774.01953125,-0.035516381898506866
2010-07-01,9773.26953125,10465.9404296875,0.07087401981728703
2010-08-01,10468.8203125,10014.7197265625,-0.04337648105348546
2010-09-01,10016.009765625,10788.0498046875,0.07708059967275048
2010-10-01,10789.7197265625,11118.490234375,0.030470718067228526
2010-11-01,11120.2998046875,11006.01953125,-0.010276725937670119
2010-12-01,11007.23046875,11577.509765625,0.05180951725268653
2011-01-01,11577.4296875,11891.9296875,0.027164924209348604
2011-02-01,11892.5,12226.33984375,0.028071460479293674
2011-03-01,12226.490234375,12319.73046875,0.007626083412953079
2011-04-01,12321.01953125,12810.5400390625,0.03973051958654243
2011-05-01,12810.16015625,12569.7900390625,-0.018764021234365665
2011-06-01,12569.41015625,12414.33984375,-0.012337119289793643
2011-07-01,12414.33984375,12143.240234375,-0.021837617850576654
2011-08-01,12144.2197265625,11613.5302734375,-0.04369893373752511
2011-09-01,11613.2998046875,10913.3798828125,-0.06026882399027449
2011-10-01,10912.099609375,11955.009765625,0.09557373865557424
2011-11-01,11951.5302734375,12045.6796875,0.007877603278280508
2011-12-01,12046.2099609375,12217.5595703125,0.014224358526925813
2012-01-01,12221.1904296875,12632.91015625,0.03368900345111698
2012-02-01,12632.759765625,12952.0703125,0.025276388754251138
2012-03-01,12952.2900390625,13212.0400390625,0.020054368703652112
2012-04-01,13211.3603515625,13213.6298828125,1.7178634066487966e-4
2012-05-01,13214.16015625,12393.4501953125,-0.062108370962139635
2012-06-01,12391.5595703125,12880.08984375,0.039424438115756875
2012-07-01,12879.7099609375,13008.6796875,0.010013403015568561
2012-08-01,13007.4697265625,13090.83984375,0.006409403130668083
2012-09-01,13092.150390625,13437.1298828125,0.026350101541342832
2012-10-01,13437.66015625,13096.4599609375,-0.025391339812519675
2012-11-01,13099.1904296875,13025.580078125,-0.005619458084651731
2012-12-01,13027.73046875,13104.1396484375,0.005865118246864635
2013-01-01,13104.2998046875,13860.580078125,0.05771237568656459
2013-02-01,13860.580078125,14054.490234375,0.01399004624316065
2013-03-01,14054.490234375,14578.5400390625,0.03728700194374601
2013-04-01,14578.5400390625,14839.7998046875,0.017920845635088764
2013-05-01,14839.7998046875,15115.5703125,0.018583169007805038
2013-06-01,15123.5498046875,14909.599609375,-0.0141468238657955
2013-07-01,14911.599609375,15499.5400390625,0.03942839434327748
2013-08-01,15503.849609375,14810.3095703125,-0.04473340857506282
2013-09-01,14801.5498046875,15129.669921875,0.022167956836762304
2013-10-01,15132.490234375,15545.75,0.02730943547455515
2013-11-01,15558.009765625,16086.41015625,0.03396323813811239
2013-12-01,16087.1201171875,16576.66015625,0.030430557831135654
2014-01-01,16572.169921875,15698.849609375,-0.05269800615230424
2014-02-01,15697.6904296875,16321.7099609375,0.03975231477809329
